age,gender,state,category,annual_income,occupation,employment_status,education_level,family_size,land_holding,bpl_card,disability_status,scheme_name,scheme_category,eligible,citizen_id
22,Other,Kerala,SC,1054498.43,Government Employee,Employed,Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,706
22,Other,Kerala,SC,1054498.43,Government Employee,Employed,Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,706
22,Other,Kerala,SC,1054498.43,Government Employee,Employed,Graduate,5,0.0,False,True,Skill India,Employment,False,706
59,Other,Maharashtra,SC,1129638.27,Business,Self-Employed,Post Graduate,7,0.42,False,False,PM Kisan,Agriculture,False,707
59,Other,Maharashtra,SC,1129638.27,Business,Self-Employed,Post Graduate,7,0.42,False,False,Post Matric Scholarship,Education,False,707
59,Other,Maharashtra,SC,1129638.27,Business,Self-Employed,Post Graduate,7,0.42,False,False,Ayushman Bharat,Healthcare,False,707
59,Other,Maharashtra,SC,1129638.27,Business,Self-Employed,Post Graduate,7,0.42,False,False,PM Awas Yojana,Housing,False,707
59,Other,Maharashtra,SC,1129638.27,Business,Self-Employed,Post Graduate,7,0.42,False,False,Skill India,Employment,False,707
21,Male,Kerala,General,506302.88,Private Employee,Employed,Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,708
21,Male,Kerala,General,506302.88,Private Employee,Employed,Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,708
21,Male,Kerala,General,506302.88,Private Employee,Employed,Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,708
21,Male,Kerala,General,506302.88,Private Employee,Employed,Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,708
21,Male,Kerala,General,506302.88,Private Employee,Employed,Graduate,2,0.0,False,True,Skill India,Employment,False,708
30,Male,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,4,1.52,True,False,PM Kisan,Agriculture,False,709
30,Male,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,4,1.52,True,False,Post Matric Scholarship,Education,False,709
30,Male,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,4,1.52,True,False,Ayushman Bharat,Healthcare,True,709
30,Male,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,4,1.52,True,False,PM Awas Yojana,Housing,True,709
30,Male,Karnataka,SC,0.0,Homemaker,Unemployed,Graduate,4,1.52,True,False,Skill India,Employment,False,709
22,Female,Tamil Nadu,General,930699.36,Government Employee,Employed,Post Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,710
22,Female,Tamil Nadu,General,930699.36,Government Employee,Employed,Post Graduate,5,0.0,False,True,Post Matric Scholarship,Education,False,710
22,Female,Tamil Nadu,General,930699.36,Government Employee,Employed,Post Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,710
22,Female,Tamil Nadu,General,930699.36,Government Employee,Employed,Post Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,710
22,Female,Tamil Nadu,General,930699.36,Government Employee,Employed,Post Graduate,5,0.0,False,True,Skill India,Employment,False,710
20,Male,Karnataka,General,134550.69,Student,Student,Graduate,5,0.0,True,True,PM Kisan,Agriculture,False,711
20,Male,Karnataka,General,134550.69,Student,Student,Graduate,5,0.0,True,True,Post Matric Scholarship,Education,True,711
20,Male,Karnataka,General,134550.69,Student,Student,Graduate,5,0.0,True,True,Ayushman Bharat,Healthcare,True,711
20,Male,Karnataka,General,134550.69,Student,Student,Graduate,5,0.0,True,True,PM Awas Yojana,Housing,True,711
20,Male,Karnataka,General,134550.69,Student,Student,Graduate,5,0.0,True,True,Skill India,Employment,True,711
35,Female,Tamil Nadu,ST,542917.4,Private Employee,Employed,Diploma,4,0.0,False,False,PM Kisan,Agriculture,False,712
35,Female,Tamil Nadu,ST,542917.4,Private Employee,Employed,Diploma,4,0.0,False,False,Post Matric Scholarship,Education,False,712
35,Female,Tamil Nadu,ST,542917.4,Private Employee,Employed,Diploma,4,0.0,False,False,Ayushman Bharat,Healthcare,False,712
35,Female,Tamil Nadu,ST,542917.4,Private Employee,Employed,Diploma,4,0.0,False,False,PM Awas Yojana,Housing,False,712
35,Female,Tamil Nadu,ST,542917.4,Private Employee,Employed,Diploma,4,0.0,False,False,Skill India,Employment,False,712
53,Female,Tamil Nadu,ST,100337.46,Farmer,Self-Employed,Primary,6,5.08,True,False,PM Kisan,Agriculture,True,713
53,Female,Tamil Nadu,ST,100337.46,Farmer,Self-Employed,Primary,6,5.08,True,False,Post Matric Scholarship,Education,False,713
53,Female,Tamil Nadu,ST,100337.46,Farmer,Self-Employed,Primary,6,5.08,True,False,Ayushman Bharat,Healthcare,True,713
53,Female,Tamil Nadu,ST,100337.46,Farmer,Self-Employed,Primary,6,5.08,True,False,PM Awas Yojana,Housing,True,713
53,Female,Tamil Nadu,ST,100337.46,Farmer,Self-Employed,Primary,6,5.08,True,False,Skill India,Employment,False,713
28,Other,Kerala,OBC,285113.91,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Kisan,Agriculture,False,714
28,Other,Kerala,OBC,285113.91,Private Employee,Employed,Post Graduate,6,0.0,False,True,Post Matric Scholarship,Education,False,714
28,Other,Kerala,OBC,285113.91,Private Employee,Employed,Post Graduate,6,0.0,False,True,Ayushman Bharat,Healthcare,False,714
28,Other,Kerala,OBC,285113.91,Private Employee,Employed,Post Graduate,6,0.0,False,True,PM Awas Yojana,Housing,False,714
28,Other,Kerala,OBC,285113.91,Private Employee,Employed,Post Graduate,6,0.0,False,True,Skill India,Employment,False,714
53,Other,Delhi,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.77,True,False,PM Kisan,Agriculture,False,715
53,Other,Delhi,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.77,True,False,Post Matric Scholarship,Education,False,715
53,Other,Delhi,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.77,True,False,Ayushman Bharat,Healthcare,True,715
53,Other,Delhi,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.77,True,False,PM Awas Yojana,Housing,True,715
53,Other,Delhi,SC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.77,True,False,Skill India,Employment,False,715
23,Female,Delhi,SC,13480.69,Student,Unemployed,Higher Secondary,4,0.0,False,False,PM Kisan,Agriculture,False,716
23,Female,Delhi,SC,13480.69,Student,Unemployed,Higher Secondary,4,0.0,False,False,Post Matric Scholarship,Education,False,716
23,Female,Delhi,SC,13480.69,Student,Unemployed,Higher Secondary,4,0.0,False,False,Ayushman Bharat,Healthcare,False,716
23,Female,Delhi,SC,13480.69,Student,Unemployed,Higher Secondary,4,0.0,False,False,PM Awas Yojana,Housing,False,716
23,Female,Delhi,SC,13480.69,Student,Unemployed,Higher Secondary,4,0.0,False,False,Skill India,Employment,True,716
25,Other,Delhi,ST,24326.61,Unemployed,Unemployed,Graduate,2,0.0,True,False,PM Kisan,Agriculture,False,717
25,Other,Delhi,ST,24326.61,Unemployed,Unemployed,Graduate,2,0.0,True,False,Post Matric Scholarship,Education,False,717
25,Other,Delhi,ST,24326.61,Unemployed,Unemployed,Graduate,2,0.0,True,False,Ayushman Bharat,Healthcare,True,717
25,Other,Delhi,ST,24326.61,Unemployed,Unemployed,Graduate,2,0.0,True,False,PM Awas Yojana,Housing,True,717
25,Other,Delhi,ST,24326.61,Unemployed,Unemployed,Graduate,2,0.0,True,False,Skill India,Employment,True,717
54,Other,Karnataka,General,1216952.45,Private Employee,Employed,Diploma,6,0.0,False,True,PM Kisan,Agriculture,False,718
54,Other,Karnataka,General,1216952.45,Private Employee,Employed,Diploma,6,0.0,False,True,Post Matric Scholarship,Education,False,718
54,Other,Karnataka,General,1216952.45,Private Employee,Employed,Diploma,6,0.0,False,True,Ayushman Bharat,Healthcare,False,718
54,Other,Karnataka,General,1216952.45,Private Employee,Employed,Diploma,6,0.0,False,True,PM Awas Yojana,Housing,False,718
54,Other,Karnataka,General,1216952.45,Private Employee,Employed,Diploma,6,0.0,False,True,Skill India,Employment,False,718
28,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.07,False,True,PM Kisan,Agriculture,False,719
28,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.07,False,True,Post Matric Scholarship,Education,False,719
28,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.07,False,True,Ayushman Bharat,Healthcare,False,719
28,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.07,False,True,PM Awas Yojana,Housing,False,719
28,Male,Tamil Nadu,OBC,0.0,Homemaker,Unemployed,Higher Secondary,7,1.07,False,True,Skill India,Employment,False,719
24,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,2.8,False,False,PM Kisan,Agriculture,False,720
24,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,2.8,False,False,Post Matric Scholarship,Education,False,720
24,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,2.8,False,False,Ayushman Bharat,Healthcare,False,720
24,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,2.8,False,False,PM Awas Yojana,Housing,False,720
24,Female,Karnataka,OBC,0.0,Homemaker,Unemployed,Higher Secondary,4,2.8,False,False,Skill India,Employment,False,720
40,Female,Delhi,SC,477451.1,Private Employee,Employed,Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,721
40,Female,Delhi,SC,477451.1,Private Employee,Employed,Graduate,5,0.0,False,True,Post Matric Scholarship,Education,False,721
40,Female,Delhi,SC,477451.1,Private Employee,Employed,Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,721
40,Female,Delhi,SC,477451.1,Private Employee,Employed,Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,721
40,Female,Delhi,SC,477451.1,Private Employee,Employed,Graduate,5,0.0,False,True,Skill India,Employment,False,721
38,Other,Karnataka,General,613795.35,Private Employee,Employed,Graduate,4,0.0,False,False,PM Kisan,Agriculture,False,722
38,Other,Karnataka,General,613795.35,Private Employee,Employed,Graduate,4,0.0,False,False,Post Matric Scholarship,Education,False,722
38,Other,Karnataka,General,613795.35,Private Employee,Employed,Graduate,4,0.0,False,False,Ayushman Bharat,Healthcare,False,722
38,Other,Karnataka,General,613795.35,Private Employee,Employed,Graduate,4,0.0,False,False,PM Awas Yojana,Housing,False,722
38,Other,Karnataka,General,613795.35,Private Employee,Employed,Graduate,4,0.0,False,False,Skill India,Employment,False,722
19,Female,Maharashtra,OBC,7059.14,Student,Student,Higher Secondary,4,0.0,False,False,PM Kisan,Agriculture,False,723
19,Female,Maharashtra,OBC,7059.14,Student,Student,Higher Secondary,4,0.0,False,False,Post Matric Scholarship,Education,True,723
19,Female,Maharashtra,OBC,7059.14,Student,Student,Higher Secondary,4,0.0,False,False,Ayushman Bharat,Healthcare,False,723
19,Female,Maharashtra,OBC,7059.14,Student,Student,Higher Secondary,4,0.0,False,False,PM Awas Yojana,Housing,False,723
19,Female,Maharashtra,OBC,7059.14,Student,Student,Higher Secondary,4,0.0,False,False,Skill India,Employment,True,723
27,Female,Tamil Nadu,General,2130884.31,Business,Self-Employed,Post Graduate,2,4.02,False,True,PM Kisan,Agriculture,False,724
27,Female,Tamil Nadu,General,2130884.31,Business,Self-Employed,Post Graduate,2,4.02,False,True,Post Matric Scholarship,Education,False,724
27,Female,Tamil Nadu,General,2130884.31,Business,Self-Employed,Post Graduate,2,4.02,False,True,Ayushman Bharat,Healthcare,False,724
27,Female,Tamil Nadu,General,2130884.31,Business,Self-Employed,Post Graduate,2,4.02,False,True,PM Awas Yojana,Housing,False,724
27,Female,Tamil Nadu,General,2130884.31,Business,Self-Employed,Post Graduate,2,4.02,False,True,Skill India,Employment,False,724
80,Other,Maharashtra,ST,458300.65,Retired,Retired,Graduate,5,2.19,False,False,PM Kisan,Agriculture,False,725
80,Other,Maharashtra,ST,458300.65,Retired,Retired,Graduate,5,2.19,False,False,Post Matric Scholarship,Education,False,725
80,Other,Maharashtra,ST,458300.65,Retired,Retired,Graduate,5,2.19,False,False,Ayushman Bharat,Healthcare,False,725
80,Other,Maharashtra,ST,458300.65,Retired,Retired,Graduate,5,2.19,False,False,PM Awas Yojana,Housing,False,725
80,Other,Maharashtra,ST,458300.65,Retired,Retired,Graduate,5,2.19,False,False,Skill India,Employment,False,725
55,Female,Karnataka,General,314808.91,Farmer,Self-Employed,Primary,4,6.79,True,False,PM Kisan,Agriculture,False,726
55,Female,Karnataka,General,314808.91,Farmer,Self-Employed,Primary,4,6.79,True,False,Post Matric Scholarship,Education,False,726
55,Female,Karnataka,General,314808.91,Farmer,Self-Employed,Primary,4,6.79,True,False,Ayushman Bharat,Healthcare,False,726
55,Female,Karnataka,General,314808.91,Farmer,Self-Employed,Primary,4,6.79,True,False,PM Awas Yojana,Housing,False,726
55,Female,Karnataka,General,314808.91,Farmer,Self-Employed,Primary,4,6.79,True,False,Skill India,Employment,False,726
28,Male,Tamil Nadu,OBC,10073.4,Unemployed,Unemployed,Primary,2,0.0,False,False,PM Kisan,Agriculture,False,727
28,Male,Tamil Nadu,OBC,10073.4,Unemployed,Unemployed,Primary,2,0.0,False,False,Post Matric Scholarship,Education,False,727
28,Male,Tamil Nadu,OBC,10073.4,Unemployed,Unemployed,Primary,2,0.0,False,False,Ayushman Bharat,Healthcare,False,727
28,Male,Tamil Nadu,OBC,10073.4,Unemployed,Unemployed,Primary,2,0.0,False,False,PM Awas Yojana,Housing,False,727
28,Male,Tamil Nadu,OBC,10073.4,Unemployed,Unemployed,Primary,2,0.0,False,False,Skill India,Employment,False,727
61,Female,Tamil Nadu,General,217993.09,Farmer,Self-Employed,Secondary,7,7.5,False,False,PM Kisan,Agriculture,False,728
61,Female,Tamil Nadu,General,217993.09,Farmer,Self-Employed,Secondary,7,7.5,False,False,Post Matric Scholarship,Education,False,728
61,Female,Tamil Nadu,General,217993.09,Farmer,Self-Employed,Secondary,7,7.5,False,False,Ayushman Bharat,Healthcare,False,728
61,Female,Tamil Nadu,General,217993.09,Farmer,Self-Employed,Secondary,7,7.5,False,False,PM Awas Yojana,Housing,False,728
61,Female,Tamil Nadu,General,217993.09,Farmer,Self-Employed,Secondary,7,7.5,False,False,Skill India,Employment,False,728
59,Female,Kerala,SC,549998.17,Private Employee,Employed,Diploma,5,0.0,False,False,PM Kisan,Agriculture,False,729
59,Female,Kerala,SC,549998.17,Private Employee,Employed,Diploma,5,0.0,False,False,Post Matric Scholarship,Education,False,729
59,Female,Kerala,SC,549998.17,Private Employee,Employed,Diploma,5,0.0,False,False,Ayushman Bharat,Healthcare,False,729
59,Female,Kerala,SC,549998.17,Private Employee,Employed,Diploma,5,0.0,False,False,PM Awas Yojana,Housing,False,729
59,Female,Kerala,SC,549998.17,Private Employee,Employed,Diploma,5,0.0,False,False,Skill India,Employment,False,729
60,Female,Kerala,General,103169.74,Farmer,Self-Employed,Higher Secondary,6,5.98,False,False,PM Kisan,Agriculture,True,730
60,Female,Kerala,General,103169.74,Farmer,Self-Employed,Higher Secondary,6,5.98,False,False,Post Matric Scholarship,Education,False,730
60,Female,Kerala,General,103169.74,Farmer,Self-Employed,Higher Secondary,6,5.98,False,False,Ayushman Bharat,Healthcare,False,730
60,Female,Kerala,General,103169.74,Farmer,Self-Employed,Higher Secondary,6,5.98,False,False,PM Awas Yojana,Housing,False,730
60,Female,Kerala,General,103169.74,Farmer,Self-Employed,Higher Secondary,6,5.98,False,False,Skill India,Employment,False,730
55,Other,Delhi,ST,365485.21,Government Employee,Employed,Post Graduate,4,0.0,False,True,PM Kisan,Agriculture,False,731
55,Other,Delhi,ST,365485.21,Government Employee,Employed,Post Graduate,4,0.0,False,True,Post Matric Scholarship,Education,False,731
55,Other,Delhi,ST,365485.21,Government Employee,Employed,Post Graduate,4,0.0,False,True,Ayushman Bharat,Healthcare,False,731
55,Other,Delhi,ST,365485.21,Government Employee,Employed,Post Graduate,4,0.0,False,True,PM Awas Yojana,Housing,False,731
55,Other,Delhi,ST,365485.21,Government Employee,Employed,Post Graduate,4,0.0,False,True,Skill India,Employment,False,731
21,Male,Maharashtra,SC,1229618.54,Private Employee,Employed,Post Graduate,5,0.0,False,False,PM Kisan,Agriculture,False,732
21,Male,Maharashtra,SC,1229618.54,Private Employee,Employed,Post Graduate,5,0.0,False,False,Post Matric Scholarship,Education,False,732
21,Male,Maharashtra,SC,1229618.54,Private Employee,Employed,Post Graduate,5,0.0,False,False,Ayushman Bharat,Healthcare,False,732
21,Male,Maharashtra,SC,1229618.54,Private Employee,Employed,Post Graduate,5,0.0,False,False,PM Awas Yojana,Housing,False,732
21,Male,Maharashtra,SC,1229618.54,Private Employee,Employed,Post Graduate,5,0.0,False,False,Skill India,Employment,False,732
37,Male,Maharashtra,OBC,87488.32,Unemployed,Unemployed,Secondary,3,0.0,True,False,PM Kisan,Agriculture,False,733
37,Male,Maharashtra,OBC,87488.32,Unemployed,Unemployed,Secondary,3,0.0,True,False,Post Matric Scholarship,Education,False,733
37,Male,Maharashtra,OBC,87488.32,Unemployed,Unemployed,Secondary,3,0.0,True,False,Ayushman Bharat,Healthcare,True,733
37,Male,Maharashtra,OBC,87488.32,Unemployed,Unemployed,Secondary,3,0.0,True,False,PM Awas Yojana,Housing,True,733
37,Male,Maharashtra,OBC,87488.32,Unemployed,Unemployed,Secondary,3,0.0,True,False,Skill India,Employment,True,733
54,Male,Delhi,ST,1212444.38,Private Employee,Employed,Post Graduate,4,0.0,False,False,PM Kisan,Agriculture,False,734
54,Male,Delhi,ST,1212444.38,Private Employee,Employed,Post Graduate,4,0.0,False,False,Post Matric Scholarship,Education,False,734
54,Male,Delhi,ST,1212444.38,Private Employee,Employed,Post Graduate,4,0.0,False,False,Ayushman Bharat,Healthcare,False,734
54,Male,Delhi,ST,1212444.38,Private Employee,Employed,Post Graduate,4,0.0,False,False,PM Awas Yojana,Housing,False,734
54,Male,Delhi,ST,1212444.38,Private Employee,Employed,Post Graduate,4,0.0,False,False,Skill India,Employment,False,734
48,Male,Maharashtra,General,445150.48,Business,Self-Employed,Post Graduate,2,2.11,False,True,PM Kisan,Agriculture,False,735
48,Male,Maharashtra,General,445150.48,Business,Self-Employed,Post Graduate,2,2.11,False,True,Post Matric Scholarship,Education,False,735
48,Male,Maharashtra,General,445150.48,Business,Self-Employed,Post Graduate,2,2.11,False,True,Ayushman Bharat,Healthcare,False,735
48,Male,Maharashtra,General,445150.48,Business,Self-Employed,Post Graduate,2,2.11,False,True,PM Awas Yojana,Housing,False,735
48,Male,Maharashtra,General,445150.48,Business,Self-Employed,Post Graduate,2,2.11,False,True,Skill India,Employment,False,735
45,Male,Maharashtra,General,748873.99,Private Employee,Employed,Post Graduate,2,0.0,False,True,PM Kisan,Agriculture,False,736
45,Male,Maharashtra,General,748873.99,Private Employee,Employed,Post Graduate,2,0.0,False,True,Post Matric Scholarship,Education,False,736
45,Male,Maharashtra,General,748873.99,Private Employee,Employed,Post Graduate,2,0.0,False,True,Ayushman Bharat,Healthcare,False,736
45,Male,Maharashtra,General,748873.99,Private Employee,Employed,Post Graduate,2,0.0,False,True,PM Awas Yojana,Housing,False,736
45,Male,Maharashtra,General,748873.99,Private Employee,Employed,Post Graduate,2,0.0,False,True,Skill India,Employment,False,736
67,Male,Karnataka,SC,455323.69,Retired,Retired,Graduate,5,3.62,False,False,PM Kisan,Agriculture,False,737
67,Male,Karnataka,SC,455323.69,Retired,Retired,Graduate,5,3.62,False,False,Post Matric Scholarship,Education,False,737
67,Male,Karnataka,SC,455323.69,Retired,Retired,Graduate,5,3.62,False,False,Ayushman Bharat,Healthcare,False,737
67,Male,Karnataka,SC,455323.69,Retired,Retired,Graduate,5,3.62,False,False,PM Awas Yojana,Housing,False,737
67,Male,Karnataka,SC,455323.69,Retired,Retired,Graduate,5,3.62,False,False,Skill India,Employment,False,737
19,Other,Karnataka,OBC,69483.03,Student,Unemployed,Higher Secondary,5,0.0,False,False,PM Kisan,Agriculture,False,738
19,Other,Karnataka,OBC,69483.03,Student,Unemployed,Higher Secondary,5,0.0,False,False,Post Matric Scholarship,Education,False,738
19,Other,Karnataka,OBC,69483.03,Student,Unemployed,Higher Secondary,5,0.0,False,False,Ayushman Bharat,Healthcare,False,738
19,Other,Karnataka,OBC,69483.03,Student,Unemployed,Higher Secondary,5,0.0,False,False,PM Awas Yojana,Housing,False,738
19,Other,Karnataka,OBC,69483.03,Student,Unemployed,Higher Secondary,5,0.0,False,False,Skill India,Employment,True,738
50,Male,Karnataka,ST,1073454.17,Government Employee,Employed,Post Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,739
50,Male,Karnataka,ST,1073454.17,Government Employee,Employed,Post Graduate,5,0.0,False,True,Post Matric Scholarship,Education,False,739
50,Male,Karnataka,ST,1073454.17,Government Employee,Employed,Post Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,739
50,Male,Karnataka,ST,1073454.17,Government Employee,Employed,Post Graduate,5,0.0,False,True,PM Awas Yojana,Housing,False,739
50,Male,Karnataka,ST,1073454.17,Government Employee,Employed,Post Graduate,5,0.0,False,True,Skill India,Employment,False,739
43,Female,Tamil Nadu,SC,188177.14,Farmer,Self-Employed,Secondary,7,7.55,True,False,PM Kisan,Agriculture,True,740
43,Female,Tamil Nadu,SC,188177.14,Farmer,Self-Employed,Secondary,7,7.55,True,False,Post Matric Scholarship,Education,False,740
43,Female,Tamil Nadu,SC,188177.14,Farmer,Self-Employed,Secondary,7,7.55,True,False,Ayushman Bharat,Healthcare,True,740
43,Female,Tamil Nadu,SC,188177.14,Farmer,Self-Employed,Secondary,7,7.55,True,False,PM Awas Yojana,Housing,True,740
43,Female,Tamil Nadu,SC,188177.14,Farmer,Self-Employed,Secondary,7,7.55,True,False,Skill India,Employment,False,740
48,Female,Kerala,OBC,0.0,Homemaker,Unemployed,Graduate,4,1.37,False,True,PM Kisan,Agriculture,False,741
48,Female,Kerala,OBC,0.0,Homemaker,Unemployed,Graduate,4,1.37,False,True,Post Matric Scholarship,Education,False,741
48,Female,Kerala,OBC,0.0,Homemaker,Unemployed,Graduate,4,1.37,False,True,Ayushman Bharat,Healthcare,False,741
48,Female,Kerala,OBC,0.0,Homemaker,Unemployed,Graduate,4,1.37,False,True,PM Awas Yojana,Housing,False,741
48,Female,Kerala,OBC,0.0,Homemaker,Unemployed,Graduate,4,1.37,False,True,Skill India,Employment,False,741
22,Other,Delhi,ST,84576.89,Student,Student,Higher Secondary,6,0.0,False,False,PM Kisan,Agriculture,False,742
22,Other,Delhi,ST,84576.89,Student,Student,Higher Secondary,6,0.0,False,False,Post Matric Scholarship,Education,True,742
22,Other,Delhi,ST,84576.89,Student,Student,Higher Secondary,6,0.0,False,False,Ayushman Bharat,Healthcare,False,742
22,Other,Delhi,ST,84576.89,Student,Student,Higher Secondary,6,0.0,False,False,PM Awas Yojana,Housing,False,742
22,Other,Delhi,ST,84576.89,Student,Student,Higher Secondary,6,0.0,False,False,Skill India,Employment,True,742
41,Female,Kerala,SC,99781.06,Farmer,Self-Employed,Secondary,6,7.78,False,False,PM Kisan,Agriculture,True,743
41,Female,Kerala,SC,99781.06,Farmer,Self-Employed,Secondary,6,7.78,False,False,Post Matric Scholarship,Education,False,743
41,Female,Kerala,SC,99781.06,Farmer,Self-Employed,Secondary,6,7.78,False,False,Ayushman Bharat,Healthcare,False,743
41,Female,Kerala,SC,99781.06,Farmer,Self-Employed,Secondary,6,7.78,False,False,PM Awas Yojana,Housing,False,743
41,Female,Kerala,SC,99781.06,Farmer,Self-Employed,Secondary,6,7.78,False,False,Skill India,Employment,False,743
59,Female,Kerala,ST,1118468.92,Business,Self-Employed,Post Graduate,4,2.84,False,True,PM Kisan,Agriculture,False,744
59,Female,Kerala,ST,1118468.92,Business,Self-Employed,Post Graduate,4,2.84,False,True,Post Matric Scholarship,Education,False,744
59,Female,Kerala,ST,1118468.92,Business,Self-Employed,Post Graduate,4,2.84,False,True,Ayushman Bharat,Healthcare,False,744
59,Female,Kerala,ST,1118468.92,Business,Self-Employed,Post Graduate,4,2.84,False,True,PM Awas Yojana,Housing,False,744
59,Female,Kerala,ST,1118468.92,Business,Self-Employed,Post Graduate,4,2.84,False,True,Skill India,Employment,False,744
41,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,4,2.09,True,False,PM Kisan,Agriculture,False,745
41,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,4,2.09,True,False,Post Matric Scholarship,Education,False,745
41,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,4,2.09,True,False,Ayushman Bharat,Healthcare,True,745
41,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,4,2.09,True,False,PM Awas Yojana,Housing,True,745
41,Male,Kerala,General,0.0,Homemaker,Unemployed,Primary,4,2.09,True,False,Skill India,Employment,False,745
43,Male,Karnataka,ST,244341.14,Farmer,Self-Employed,Secondary,6,6.82,True,True,PM Kisan,Agriculture,False,746
43,Male,Karnataka,ST,244341.14,Farmer,Self-Employed,Secondary,6,6.82,True,True,Post Matric Scholarship,Education,False,746
43,Male,Karnataka,ST,244341.14,Farmer,Self-Employed,Secondary,6,6.82,True,True,Ayushman Bharat,Healthcare,True,746
43,Male,Karnataka,ST,244341.14,Farmer,Self-Employed,Secondary,6,6.82,True,True,PM Awas Yojana,Housing,True,746
43,Male,Karnataka,ST,244341.14,Farmer,Self-Employed,Secondary,6,6.82,True,True,Skill India,Employment,False,746
27,Female,Kerala,ST,1893667.92,Business,Self-Employed,Post Graduate,4,0.8,False,True,PM Kisan,Agriculture,False,747
27,Female,Kerala,ST,1893667.92,Business,Self-Employed,Post Graduate,4,0.8,False,True,Post Matric Scholarship,Education,False,747
27,Female,Kerala,ST,1893667.92,Business,Self-Employed,Post Graduate,4,0.8,False,True,Ayushman Bharat,Healthcare,False,747
27,Female,Kerala,ST,1893667.92,Business,Self-Employed,Post Graduate,4,0.8,False,True,PM Awas Yojana,Housing,False,747
27,Female,Kerala,ST,1893667.92,Business,Self-Employed,Post Graduate,4,0.8,False,True,Skill India,Employment,False,747
60,Male,Maharashtra,SC,59031.25,Farmer,Self-Employed,Secondary,5,1.04,False,True,PM Kisan,Agriculture,True,748
60,Male,Maharashtra,SC,59031.25,Farmer,Self-Employed,Secondary,5,1.04,False,True,Post Matric Scholarship,Education,False,748
60,Male,Maharashtra,SC,59031.25,Farmer,Self-Employed,Secondary,5,1.04,False,True,Ayushman Bharat,Healthcare,False,748
60,Male,Maharashtra,SC,59031.25,Farmer,Self-Employed,Secondary,5,1.04,False,True,PM Awas Yojana,Housing,False,748
60,Male,Maharashtra,SC,59031.25,Farmer,Self-Employed,Secondary,5,1.04,False,True,Skill India,Employment,False,748
52,Female,Maharashtra,ST,78675.25,Unemployed,Unemployed,Primary,4,0.0,True,True,PM Kisan,Agriculture,False,749
52,Female,Maharashtra,ST,78675.25,Unemployed,Unemployed,Primary,4,0.0,True,True,Post Matric Scholarship,Education,False,749
52,Female,Maharashtra,ST,78675.25,Unemployed,Unemployed,Primary,4,0.0,True,True,Ayushman Bharat,Healthcare,True,749
52,Female,Maharashtra,ST,78675.25,Unemployed,Unemployed,Primary,4,0.0,True,True,PM Awas Yojana,Housing,True,749
52,Female,Maharashtra,ST,78675.25,Unemployed,Unemployed,Primary,4,0.0,True,True,Skill India,Employment,False,749
19,Male,Karnataka,OBC,86619.89,Student,Student,Graduate,5,0.0,False,True,PM Kisan,Agriculture,False,750
19,Male,Karnataka,OBC,86619.89,Student,Student,Graduate,5,0.0,False,True,Post Matric Scholarship,Education,True,750
19,Male,Karnataka,OBC,86619.89,Student,Student,Graduate,5,0.0,False,True,Ayushman Bharat,Healthcare,False,750
